,Bernalillo,Santa Fe,Socorro,Sandoval,Taos,San Miguel,Doña Ana,McKinley,Lea,San Juan,Chaves,Cibola,Curry,Eddy,Rio Arriba,Roosevelt,Valencia,Torrance,Catron,Grant,Otero,Unknown,Lincoln,Los Alamos,Colfax,Luna,Quay,Guadalupe,Harding,Union,Sierra,Hidalgo,Mora,De Baca
2020-12-31,569,75,42,130,39,4,280,341,90,296,92,73,45,70,42,27,66,4,3,13,38,,10,0,24,43,7,5,0,7,35,8,1,0
2021-01-01,573,75,42,133,41,4,280,344,91,297,92,75,46,73,42,28,66,4,3,15,38,,10,0,24,43,7,5,0,7,35,8,3,0
2021-01-02,578,77,43,135,41,4,285,349,92,299,94,75,46,74,43,29,67,4,3,15,40,0,10,0,24,43,7,5,0,7,36,8,3,0
2021-01-03,584,78,44,136,41,4,285,350,92,300,94,75,47,75,43,30,68,4,3,15,40,0,11,0,24,44,7,5,0,7,36,8,3,0
2021-01-04,589,80,44,136,41,4,289,355,93,301,94,76,48,76,43,30,68,4,3,15,41,,11,0,24,44,7,5,0,7,36,8,4,0
2021-01-05,598,81,44,137,41,4,289,355,93,302,97,76,48,79,43,31,68,4,3,15,41,,11,0,24,44,7,5,0,7,37,8,4,0
2021-01-06,613,85,44,140,41,4,296,358,94,304,100,76,50,80,43,33,69,5,3,15,41,,12,0,24,44,7,5,0,7,38,8,4,0
2021-01-07,628,86,45,142,41,5,297,361,95,308,101,77,50,81,43,34,70,7,3,16,41,0,12,0,25,44,7,5,0,7,39,8,4,0
2021-01-08,636,86,46,142,41,5,301,361,98,310,102,77,51,81,45,35,70,8,3,16,43,,13,0,26,45,8,5,0,7,39,8,4,0
2021-01-09,639,86,46,144,42,5,302,364,99,312,106,79,51,82,45,35,70,8,3,17,43,,13,0,27,45,8,5,0,7,39,8,4,0
2021-01-10,644,87,46,145,42,5,302,365,100,314,107,80,52,82,45,35,70,8,3,18,43,,13,1,27,45,8,6,0,7,39,8,4,0
2021-01-11,648,88,46,147,42,6,302,366,102,314,108,81,52,82,45,35,70,8,3,20,43,,13,1,27,45,8,6,0,7,39,8,4,0
2021-01-12,654,89,46,148,42,6,307,370,103,318,111,82,52,82,45,37,70,8,3,20,43,,13,1,27,45,8,6,0,7,39,9,5,0
2021-01-13,658,90,46,148,42,6,309,370,103,318,111,83,52,83,45,38,70,8,3,21,43,0,13,1,27,46,8,7,0,7,39,9,5,0
2021-01-14,662,91,46,148,42,6,314,371,108,320,113,83,52,84,45,39,71,8,3,21,45,,13,1,28,49,8,7,0,7,39,9,5,0
2021-01-15,676,91,46,151,42,6,318,372,110,320,117,83,53,86,45,40,71,8,3,22,47,,13,1,29,49,8,8,0,7,40,9,5,0
2021-01-16,686,94,46,151,42,6,321,378,110,324,119,83,53,88,48,40,72,8,3,22,47,,13,1,29,51,8,8,0,7,40,9,5,0
2021-01-17,694,95,46,151,42,6,324,379,111,328,119,84,53,90,48,40,72,8,3,22,47,,13,1,29,52,8,8,0,7,40,9,5,0
2021-01-18,696,95,46,155,42,6,325,384,111,333,120,84,53,90,48,41,73,8,3,22,47,,13,1,34,52,8,8,0,7,41,9,5,0
2021-01-19,702,96,46,157,42,6,325,385,111,336,120,84,55,90,49,42,74,8,3,22,46,0,13,1,34,52,8,8,0,7,41,9,5,0
2021-01-20,707,99,46,160,42,7,328,392,111,341,120,88,55,91,50,42,74,8,3,23,46,0,13,1,34,52,8,8,0,7,41,9,5,0
2021-01-21,712,104,46,164,42,7,332,395,112,347,120,90,56,91,50,42,75,8,3,23,47,,13,1,34,52,8,8,0,7,43,9,5,0
2021-01-22,721,108,46,164,42,7,332,398,112,353,120,90,57,94,51,42,77,8,3,24,47,,14,1,36,52,8,8,0,7,43,9,5,0
2021-01-23,733,109,46,164,42,7,338,400,113,357,123,93,57,96,52,42,78,8,3,24,47,0,14,2,36,53,8,8,0,7,43,9,5,0
2021-01-24,741,110,46,168,44,7,340,404,113,359,123,94,57,96,53,42,79,8,3,25,47,,14,2,37,54,8,8,0,8,43,9,5,0
2021-01-25,742,111,46,169,44,7,342,404,114,361,123,94,58,96,53,42,79,8,3,25,48,,14,2,37,55,8,8,0,8,43,9,6,0
2021-01-26,746,111,46,170,44,7,343,404,114,364,125,94,58,97,53,43,79,9,3,25,48,,14,2,37,55,8,8,0,8,43,9,6,0
2021-01-27,750,111,46,172,44,7,348,406,117,366,125,95,60,97,53,44,80,9,3,28,49,,14,2,37,55,8,8,0,8,43,9,6,0
2021-01-28,755,114,46,173,44,7,349,408,119,372,127,96,60,100,53,44,80,11,3,28,49,,14,2,37,55,8,8,0,8,43,9,6,0
2021-01-29,758,114,46,175,44,7,351,412,119,377,127,98,61,100,54,44,80,11,3,28,49,,14,2,38,56,8,8,0,8,43,9,6,0
2021-01-30,762,115,47,177,44,8,352,413,120,379,127,98,61,100,55,44,81,11,3,28,49,,14,2,38,57,8,8,0,8,43,9,6,0
2021-01-31,767,117,47,179,44,8,353,414,120,383,128,98,61,100,55,45,82,11,3,28,49,0,14,2,38,57,8,8,0,8,43,9,6,0
2021-02-01,768,119,47,179,44,8,356,414,121,383,130,99,61,100,55,45,82,11,3,28,49,0,14,2,40,57,8,8,0,8,43,9,6,0
2021-02-02,770,119,47,179,45,8,358,416,122,385,133,100,61,100,55,45,82,11,3,28,50,,14,2,40,57,8,8,0,8,43,9,6,0
2021-02-03,778,121,47,179,46,8,361,417,123,389,133,100,61,100,55,45,83,11,3,29,50,,15,2,43,59,8,8,0,8,43,9,6,0
2021-02-04,781,122,47,181,46,8,363,418,124,392,134,100,61,100,55,45,83,11,3,30,50,,15,2,43,60,8,9,0,8,43,9,6,0
2021-02-05,787,123,47,182,46,9,363,420,127,394,134,100,61,101,57,45,84,12,3,30,50,,15,3,44,60,8,9,0,8,43,9,6,0
2021-02-06,788,123,47,182,46,9,363,420,127,396,134,100,61,102,57,45,85,12,4,30,50,0,15,3,45,61,8,9,0,8,43,9,6,0
2021-02-07,790,124,47,183,46,9,363,421,129,400,134,100,61,102,57,45,86,12,4,31,50,0,15,3,45,61,8,9,0,8,43,9,6,0
2021-02-08,790,125,48,183,47,9,365,424,129,404,135,100,61,102,57,45,86,12,4,31,50,,15,3,45,61,8,9,0,8,43,9,6,0
2021-02-09,793,124,49,183,48,9,367,425,129,405,138,100,61,102,57,50,86,12,4,31,50,,15,3,45,63,8,9,0,8,43,9,6,0
2021-02-10,799,126,49,183,48,9,370,427,132,408,139,101,63,105,61,50,86,12,4,31,50,,15,3,45,64,8,9,0,8,43,9,6,0
2021-02-11,802,126,49,183,48,9,372,429,132,410,140,101,63,107,61,50,86,12,4,32,50,,15,3,46,67,8,9,0,9,43,9,6,0
2021-02-12,809,126,50,185,48,9,373,429,133,412,144,102,63,108,61,50,86,12,4,32,50,,15,4,46,69,8,9,0,9,43,9,6,0
2021-02-13,813,127,50,186,48,9,373,429,134,415,144,102,63,109,62,50,86,12,4,33,50,,15,4,46,70,8,9,0,9,43,9,6,0
2021-02-14,816,128,50,187,48,10,373,431,134,415,145,103,63,109,62,50,86,12,5,33,50,0,15,4,46,72,8,9,0,9,43,9,6,0
2021-02-15,817,129,50,188,48,10,375,431,135,415,146,103,63,109,62,50,87,12,5,33,50,,15,4,46,73,8,9,0,9,43,9,6,0
2021-02-16,822,130,50,188,48,10,376,431,137,417,146,103,63,109,62,50,88,12,5,33,50,,15,4,46,73,8,9,0,9,43,9,6,0
2021-02-17,825,130,50,190,48,10,376,433,138,418,146,103,63,110,62,50,89,12,5,33,51,,15,4,46,73,8,9,0,9,43,9,6,0
2021-02-18,829,131,50,192,48,10,379,433,138,419,146,103,64,111,62,50,91,12,5,34,53,,15,4,46,73,8,9,0,9,43,9,6,0
2021-02-19,837,132,50,192,49,10,380,435,139,423,146,103,64,112,62,50,91,12,5,34,53,,15,4,46,73,8,9,0,9,43,9,6,0
2021-02-20,837,133,50,193,49,10,381,435,141,424,146,103,65,114,62,50,92,12,5,34,54,0,15,4,46,73,8,9,0,9,43,9,6,0
2021-02-21,839,134,50,194,49,10,384,435,143,426,147,103,66,114,62,50,92,12,5,34,54,0,15,4,46,74,8,9,0,9,43,9,6,0
2021-02-22,839,135,50,194,49,10,388,436,143,428,147,103,66,116,63,50,92,12,5,34,54,,15,4,46,74,8,9,0,9,43,9,6,0
2021-02-23,842,135,50,194,49,10,389,437,144,429,147,103,67,116,63,50,92,12,5,34,55,,15,4,46,74,8,9,0,9,43,9,6,0
2021-02-24,844,138,50,196,49,10,389,438,145,430,147,104,67,116,64,50,93,12,5,34,55,,16,4,46,74,8,9,0,9,43,9,6,0
2021-02-25,848,138,51,199,49,10,390,440,146,430,148,104,67,116,64,50,93,12,5,34,55,,16,4,46,74,8,9,0,9,43,9,6,0
2021-02-26,854,138,51,199,49,10,392,441,146,431,148,104,67,116,64,50,95,12,5,34,56,,16,4,46,74,8,9,0,9,44,9,6,0
2021-02-27,858,139,52,200,49,11,392,443,147,433,149,104,67,116,64,50,96,12,5,34,56,0,16,4,46,74,8,9,0,9,44,9,6,0
2021-02-28,858,139,52,200,49,11,392,443,147,433,149,104,67,116,64,50,96,12,5,34,56,14,16,4,46,74,8,9,0,9,44,9,6,0
2021-03-01,862,140,52,201,49,11,397,445,149,436,151,105,68,116,65,50,96,12,5,34,57,,16,5,47,76,8,9,0,9,45,9,6,0
2021-03-02,863,140,52,201,49,11,399,446,149,438,151,105,68,117,65,50,97,12,5,35,58,,16,5,47,77,8,9,0,9,45,9,6,0
2021-03-03,866,140,52,202,49,12,400,446,149,439,151,105,68,117,66,50,97,12,5,35,61,,16,5,47,79,8,9,0,9,45,9,6,0
2021-03-04,868,140,52,206,49,12,401,447,150,442,152,105,68,117,67,50,98,12,5,35,62,,16,5,47,79,8,9,0,9,45,9,6,0
2021-03-05,870,140,53,208,49,13,401,450,151,446,152,105,68,117,69,50,99,12,5,35,62,,16,5,47,80,8,9,0,9,45,9,6,0
2021-03-06,874,140,54,208,49,13,403,450,150,446,152,105,68,117,70,50,99,12,5,35,64,,16,5,47,80,8,9,0,9,45,9,6,0
2021-03-07,874,140,54,208,49,13,403,450,150,446,152,105,68,117,70,50,99,12,5,35,64,10,16,5,47,80,8,9,0,9,45,9,6,0
2021-03-08,879,140,56,209,49,13,403,450,150,450,154,106,68,117,70,50,99,12,5,35,64,,16,5,47,80,8,9,0,9,45,9,6,0
2021-03-09,879,140,56,209,49,13,407,450,155,450,154,106,70,119,70,50,100,12,5,35,65,,16,5,47,83,8,9,0,9,45,9,6,1
2021-03-10,882,140,56,209,49,13,408,451,155,450,156,106,70,119,71,50,100,12,5,35,66,,16,5,47,83,8,9,0,9,45,9,6,1
2021-03-11,884,140,56,210,49,13,408,451,155,451,157,106,70,119,71,50,100,12,5,35,66,,16,5,47,84,8,9,0,9,45,9,6,1
2021-03-12,884,140,56,212,49,13,408,452,155,451,156,106,70,120,71,50,100,12,5,35,67,,16,5,47,84,8,9,0,9,45,9,6,1
2021-03-13,885,140,56,212,49,13,408,452,155,451,157,106,70,120,70,50,100,12,5,35,67,0,16,5,47,84,8,9,0,9,45,9,6,1
2021-03-14,886,140,56,213,49,13,408,452,155,451,157,106,70,120,70,50,100,12,5,35,67,0,16,5,47,84,8,9,0,9,45,9,6,1
2021-03-15,886,140,56,213,49,13,408,452,155,451,157,106,70,120,70,51,100,12,5,35,67,,16,5,47,84,8,9,0,9,45,9,6,1
2021-03-16,887,140,56,213,49,13,408,453,157,451,158,106,70,120,70,51,101,12,5,35,68,,16,5,47,84,8,9,0,9,45,9,6,1
2021-03-17,889,141,56,214,49,13,409,453,157,452,160,106,70,120,70,52,101,12,5,35,69,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-18,890,142,56,214,49,13,409,453,157,453,162,106,70,120,70,52,101,12,5,35,69,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-19,892,142,56,214,49,13,409,454,157,453,163,106,70,120,70,52,101,12,5,35,70,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-20,894,142,56,215,50,13,410,454,157,453,163,106,70,120,71,52,101,12,5,35,71,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-21,894,142,56,215,50,13,410,454,157,453,163,106,70,120,71,52,101,12,5,35,71,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-22,894,142,56,215,50,13,410,454,158,455,163,106,70,120,71,52,101,12,5,35,71,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-23,895,142,56,215,50,13,414,454,159,455,163,106,72,121,72,53,101,12,5,35,71,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-24,896,142,56,216,50,13,415,454,159,458,163,106,72,121,72,53,101,12,5,35,71,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-25,898,142,56,217,50,13,415,455,159,459,163,106,72,121,73,53,102,12,5,35,71,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-26,900,142,56,219,50,13,417,455,159,460,163,106,72,121,73,53,102,12,5,35,71,,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-27,901,142,56,220,50,13,417,455,159,460,163,106,72,121,73,53,102,12,5,35,71,0,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-28,901,142,56,220,50,13,417,455,159,460,163,106,72,121,73,53,102,12,5,35,71,0,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-29,901,142,56,220,50,13,417,455,159,460,163,106,72,121,73,53,102,12,5,35,71,0,17,6,47,84,8,9,0,9,45,9,6,1
2021-03-30,901,142,56,220,50,13,419,456,159,460,164,106,72,122,73,53,102,12,5,35,72,,18,6,47,84,8,9,0,9,45,9,6,1
2021-03-31,901,142,56,220,50,14,421,456,159,462,164,106,72,122,73,53,102,12,5,35,72,,18,6,47,84,8,9,0,9,45,9,6,1
2021-04-01,901,142,56,220,51,15,422,456,159,463,165,106,72,122,73,53,102,12,5,35,72,,18,6,47,84,8,9,0,9,45,9,6,1
2021-04-02,904,143,56,220,51,15,422,458,159,463,165,106,72,123,73,53,102,12,5,35,72,,18,6,47,84,8,9,0,9,45,9,6,1
2021-04-03,904,143,56,220,51,15,422,458,159,463,165,106,72,123,73,53,102,12,5,35,72,,18,6,47,84,8,9,0,9,45,9,6,1
2021-04-04,904,143,56,220,51,15,422,458,159,463,165,106,72,123,73,53,102,12,5,35,72,,18,6,47,84,8,9,0,9,45,9,6,1
2021-04-05,905,144,56,220,51,16,422,458,159,463,165,106,72,123,73,53,103,12,5,35,72,0,18,6,47,84,8,9,0,9,45,9,6,1
2021-04-06,909,144,56,220,51,16,422,458,159,463,165,107,73,123,73,53,105,12,5,35,72,,18,6,47,84,8,9,0,9,45,9,6,1
2021-04-07,909,144,56,220,51,17,422,458,159,463,165,107,73,123,73,53,104,12,5,36,73,,18,6,47,84,8,9,0,9,45,9,6,1
2021-04-08,909,144,56,220,51,17,425,459,160,464,166,107,73,124,73,53,104,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-09,909,144,56,222,51,17,425,459,160,464,166,107,73,124,73,53,104,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-10,909,144,56,222,51,17,425,459,160,464,166,107,73,124,73,53,104,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-11,909,144,56,222,51,17,425,459,160,464,166,107,73,124,73,53,104,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-12,909,144,56,222,51,17,425,459,161,465,166,107,73,125,73,53,104,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-13,910,144,56,223,51,17,427,460,161,465,167,107,74,127,73,53,104,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-14,911,144,56,223,51,17,432,460,161,466,167,107,74,127,74,53,104,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-15,911,144,56,223,51,17,432,460,161,466,167,107,74,127,74,53,105,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-16,912,144,56,223,51,17,433,460,161,466,167,108,74,127,75,53,105,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-17,912,144,56,223,51,17,433,460,161,466,167,108,74,127,75,53,105,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-18,912,144,56,223,51,17,433,460,161,466,167,108,74,127,75,53,105,12,5,36,74,,19,6,47,84,8,9,0,9,46,9,6,1
2021-04-19,915,144,56,223,51,17,434,460,161,466,167,108,74,127,75,53,105,13,5,36,74,,19,6,47,84,8,9,0,9,47,9,6,1
2021-04-20,915,145,56,223,51,17,434,462,161,466,167,108,74,127,75,53,105,13,5,36,74,,19,6,47,84,8,9,0,9,47,9,6,1
2021-04-21,922,145,56,223,51,17,437,462,161,466,167,108,74,127,75,53,105,13,5,36,74,,19,6,47,84,8,9,0,9,47,9,6,1
2021-04-22,923,145,56,223,51,17,439,462,161,466,167,108,74,127,75,53,105,13,5,36,74,,19,6,47,84,8,9,0,9,47,9,6,1
2021-04-23,924,145,56,223,51,17,439,462,161,466,167,108,74,127,75,53,105,13,5,36,74,,19,6,47,84,8,9,0,9,47,9,6,1
2021-04-24,924,145,56,223,51,17,439,462,161,466,167,108,74,127,75,53,105,13,5,36,74,,19,6,47,84,8,9,0,9,47,9,6,1
2021-04-25,924,145,56,223,51,17,439,462,161,466,167,108,74,127,75,53,105,13,5,36,74,,19,6,47,84,8,9,0,9,47,9,6,1
2021-04-26,925,145,56,223,51,17,439,462,161,466,168,109,74,127,75,53,105,13,5,36,74,,19,6,47,84,8,9,0,9,47,9,6,1
2021-04-27,925,145,56,223,51,17,444,462,164,467,168,109,75,127,75,54,105,13,5,36,74,,19,6,47,85,8,9,0,9,47,9,6,1
2021-04-28,929,145,56,227,51,17,445,462,164,467,168,109,76,128,75,54,105,13,5,36,74,,19,6,47,85,8,9,0,9,48,9,6,1
2021-04-29,929,145,56,227,51,17,447,462,164,467,169,109,76,129,75,54,106,13,5,36,75,,19,6,47,85,8,9,0,9,49,9,6,1
2021-04-30,929,145,56,228,51,17,448,465,164,468,170,110,76,129,75,55,106,13,5,36,75,,19,6,47,85,8,9,0,9,49,9,6,1
2021-05-01,929,145,56,228,51,17,448,465,164,468,170,110,76,129,75,55,106,13,5,36,75,,19,6,47,85,8,9,0,9,49,9,6,1
2021-05-02,929,145,56,228,51,17,448,465,164,468,170,110,76,129,75,55,106,13,5,36,75,,19,6,47,85,8,9,0,9,49,9,6,1
2021-05-03,931,145,56,228,51,17,448,465,165,468,170,110,76,129,76,55,107,13,5,36,75,,19,6,48,85,8,9,0,9,49,9,6,1
2021-05-04,931,145,56,228,51,17,451,465,168,469,170,110,78,129,76,55,108,13,5,36,75,,19,6,48,85,8,9,0,9,49,9,6,1
2021-05-05,932,145,56,228,51,17,451,465,168,469,170,110,78,129,76,56,108,13,5,36,75,,19,6,48,85,8,9,0,9,49,9,6,1
2021-05-06,933,145,56,228,52,17,452,465,168,469,170,111,78,129,76,56,108,13,5,36,75,,19,6,48,85,8,9,0,9,49,9,6,1
2021-05-07,934,145,56,230,52,17,452,466,169,469,171,112,78,129,76,56,108,13,5,37,75,,19,6,48,86,8,9,0,9,49,9,6,1
2021-05-08,934,145,56,230,52,17,452,466,169,469,171,112,78,129,76,56,108,13,5,37,75,,19,6,48,86,8,9,0,9,49,9,6,1
2021-05-09,934,145,56,230,52,17,452,466,169,469,171,112,78,129,76,56,108,13,5,37,75,,19,6,48,86,8,9,0,9,49,9,6,1
2021-05-10,936,145,56,230,52,17,454,467,169,470,171,112,79,129,76,56,108,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-11,937,144,56,231,52,17,454,467,169,470,171,112,79,129,76,56,109,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-12,937,144,56,231,52,17,455,467,169,472,171,112,79,129,76,56,109,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-13,938,145,56,230,52,17,455,467,169,472,171,112,79,129,76,56,109,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-14,938,145,56,230,52,17,455,467,169,473,171,112,79,129,76,56,109,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-15,938,145,56,230,52,17,455,467,169,473,171,112,79,129,76,56,109,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-16,938,145,56,230,52,17,455,467,169,473,171,112,79,129,76,56,109,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-17,938,145,56,230,52,17,456,467,169,474,171,113,79,129,76,56,109,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-18,939,145,56,230,52,17,457,467,169,474,171,113,79,129,76,56,109,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-19,940,146,56,230,52,17,458,467,169,474,171,113,79,129,76,56,110,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-20,942,146,56,230,52,17,458,467,169,476,171,113,79,129,76,56,110,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-21,945,146,56,230,52,17,459,467,169,476,171,113,79,130,76,56,110,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-22,945,146,56,230,52,17,459,467,169,476,171,113,79,130,76,56,110,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-23,945,146,56,230,52,17,459,467,169,476,171,113,79,130,76,56,110,13,5,37,75,,19,6,48,86,8,9,0,9,50,9,6,1
2021-05-24,937,146,60,239,53,17,484,477,195,482,169,123,83,137,75,59,114,13,5,40,77,,18,6,45,92,10,11,1,10,52,9,6,2
2021-05-25,939,147,60,240,53,17,484,477,195,482,169,123,83,137,75,59,116,13,5,40,77,,18,6,45,92,10,11,1,10,52,9,6,2
2021-05-26,939,147,60,240,53,17,484,477,195,482,169,124,83,139,75,59,116,13,5,40,77,,18,6,45,92,10,11,1,10,52,9,6,2
2021-05-27,942,147,60,240,53,17,484,477,195,484,169,124,83,139,75,59,116,13,5,40,77,,18,6,45,92,10,11,1,10,52,9,6,2
2021-05-28,942,147,60,240,53,17,486,477,195,484,169,124,83,139,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-05-29,942,147,60,240,53,17,486,477,195,484,169,124,83,139,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-05-30,942,147,60,240,53,17,486,477,195,484,169,124,83,139,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-05-31,942,147,60,240,53,17,486,477,195,484,169,124,83,139,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-01,943,147,60,240,53,17,486,476,196,484,169,124,83,139,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-02,944,147,60,240,53,17,487,477,196,484,169,124,84,139,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-03,945,147,60,240,53,17,488,477,196,487,169,124,84,139,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-04,949,147,60,240,53,17,488,478,196,487,169,125,84,140,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-05,949,147,60,240,53,17,488,478,196,487,169,125,84,140,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-06,949,147,60,240,53,17,488,478,196,487,169,125,84,140,75,59,116,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-07,951,147,60,241,53,17,488,478,196,489,169,125,84,140,75,59,117,13,5,41,77,0,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-08,952,147,60,241,53,17,488,478,196,489,169,125,84,140,75,59,117,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-09,953,149,60,241,53,17,488,478,196,490,169,125,84,140,76,59,117,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-10,954,149,60,241,53,17,488,478,196,491,169,125,84,140,77,59,117,13,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-11,954,149,60,241,53,17,488,478,196,492,169,125,84,140,77,59,117,14,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-12,954,149,60,241,53,17,488,478,196,492,169,125,84,140,77,59,117,14,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-13,954,149,60,241,53,17,488,478,196,492,169,125,84,140,77,59,117,14,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-14,958,149,60,241,53,17,488,478,196,492,169,125,84,140,78,59,117,14,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-15,958,149,60,241,53,17,488,478,196,492,169,125,84,140,78,59,117,14,5,41,77,0,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-16,958,150,60,241,53,17,489,478,196,492,169,125,84,140,78,59,118,14,5,41,77,,18,6,45,92,10,11,1,10,52,9,7,2
2021-06-17,959,150,60,241,53,17,489,478,197,493,169,125,84,140,78,59,118,14,5,41,78,,18,6,46,92,10,11,1,10,52,9,7,2
2021-06-18,960,150,60,241,53,17,489,478,197,493,169,125,85,140,78,59,118,15,5,41,79,0,18,7,46,92,11,11,1,10,52,9,7,2
2021-06-19,960,150,60,241,53,17,489,478,197,493,169,125,85,140,78,59,118,15,5,41,79,0,18,7,46,92,11,11,1,10,52,9,7,2
2021-06-20,960,150,60,241,53,17,489,478,197,493,169,125,85,140,78,59,118,15,5,41,79,0,18,7,46,92,11,11,1,10,52,9,7,2
2021-06-21,961,150,61,241,53,17,490,478,198,495,170,125,85,140,79,59,119,15,5,41,79,,19,7,46,92,11,11,1,10,52,9,7,2
2021-06-22,962,150,61,241,53,17,491,478,198,496,170,125,85,140,79,59,119,15,5,41,80,,19,7,46,92,11,11,1,10,52,9,7,2
2021-06-23,963,151,61,241,53,17,491,478,198,496,170,125,85,140,79,59,119,15,5,41,80,,19,7,46,92,11,11,1,10,52,9,7,2
2021-06-24,963,151,61,241,53,17,491,478,198,497,170,125,85,140,79,59,119,15,5,41,80,,19,7,47,92,11,11,1,10,52,9,7,2
2021-06-25,963,151,61,241,53,17,491,478,198,497,170,125,85,141,79,59,119,15,5,41,80,,19,7,47,92,11,11,1,10,52,9,7,2
2021-06-26,963,151,61,241,53,17,491,478,198,497,170,125,85,141,79,59,119,15,5,41,80,,19,7,47,92,11,11,1,10,52,9,7,2
2021-06-27,963,151,61,241,53,17,491,478,198,497,170,125,85,141,79,59,119,15,5,41,80,,19,7,47,92,11,11,1,10,52,9,7,2
2021-06-28,963,151,61,241,53,17,491,478,198,497,171,125,85,141,79,59,119,15,5,41,80,,19,7,47,92,11,11,1,10,52,9,7,2
2021-06-29,964,151,61,241,53,17,492,478,198,497,171,125,85,141,79,59,119,15,5,41,80,,19,7,47,92,11,11,1,10,52,9,7,2
2021-06-30,964,151,61,241,53,17,492,478,198,497,171,125,86,141,79,59,119,15,5,41,81,,19,7,47,92,11,11,1,10,52,9,7,2
2021-07-01,966,151,61,241,53,17,492,478,198,497,171,125,86,141,80,59,119,15,5,41,81,,19,7,47,92,11,11,1,10,52,9,7,2
2021-07-02,966,151,61,241,53,17,493,478,198,497,171,125,86,141,80,59,119,15,5,41,81,,19,7,47,92,11,11,1,10,52,9,7,2
2021-07-03,966,151,61,241,53,17,493,478,198,497,171,125,86,141,80,59,119,15,5,41,81,,19,7,47,92,11,11,1,10,52,9,7,2
2021-07-04,966,151,61,241,53,17,493,478,198,497,171,125,86,141,80,59,119,15,5,41,81,,19,7,47,92,11,11,1,10,52,9,7,2
